interaction_id,customer_id,interaction_date,channel,resolution_status,agent_id,interaction_duration_minutes,follow_up_required
INT_000485,CUST_0382,2025-08-31 21:17:07.734869,Phone,Pending,AGENT_08,16.226958306193865,True
INT_000486,CUST_0799,2025-03-29 21:17:07.734869,Email,Resolved,AGENT_09,4.696982798393245,False
INT_000487,CUST_0726,2025-01-17 21:17:07.734869,Chat,Resolved,AGENT_05,1.6223991905789112,False
INT_000488,CUST_0729,2025-08-27 21:17:07.734869,Email,Escalated,AGENT_02,17.920706126225696,False
INT_000489,CUST_0891,2025-04-02 21:17:07.734869,Phone,Resolved,AGENT_07,28.504035545302884,False
INT_000490,CUST_0418,2025-02-08 21:17:07.734869,Email,Resolved,AGENT_06,6.133299544053418,False
INT_000491,CUST_0515,2024-11-14 21:17:07.734869,Chat,Resolved,AGENT_15,8.572553337455584,False
INT_000492,CUST_0849,2025-01-19 21:17:07.734869,Chat,Resolved,AGENT_04,7.276272642736264,True
INT_000493,CUST_0884,2025-07-31 21:17:07.734869,Chat,Pending,AGENT_04,12.27999736340266,False
INT_000494,CUST_0902,2025-05-02 21:17:07.734869,Email,Resolved,AGENT_16,29.777302386460185,True
INT_000495,CUST_0832,2025-05-23 21:17:07.734869,Email,Resolved,AGENT_10,24.815743466202946,False
INT_000496,CUST_0428,2025-05-19 21:17:07.734869,Email,Escalated,AGENT_05,1.1029475463013172,False
INT_000497,CUST_0375,2025-06-25 21:17:07.734869,Phone,Escalated,AGENT_18,4.2655150302271245,True
INT_000498,CUST_0993,2025-06-26 21:17:07.734869,Email,Resolved,AGENT_05,6.530172745186757,False
INT_000499,CUST_0097,2025-10-12 21:17:07.734869,Chat,Resolved,AGENT_01,5.0480083942757075,False
INT_000500,CUST_0019,2025-03-17 21:17:07.734869,Email,Resolved,AGENT_15,7.205441498591938,False
INT_000501,CUST_0084,2025-04-18 21:17:07.734869,Chat,Resolved,AGENT_19,23.07552478852901,False
INT_000502,CUST_0404,2025-09-18 21:17:07.734869,Email,Escalated,AGENT_09,58.959481999194836,True
INT_000503,CUST_0669,2025-03-29 21:17:07.734869,Email,Pending,AGENT_05,57.91817117238112,False
INT_000504,CUST_0082,2025-03-12 21:17:07.734869,Chat,Resolved,AGENT_03,3.447480643070062,False
INT_000505,CUST_0208,2025-10-15 21:17:07.734869,Email,Resolved,AGENT_11,13.571349883772957,True
INT_000506,CUST_0495,2025-03-01 21:17:07.734869,Email,Resolved,AGENT_20,13.708575716382361,False
INT_000507,CUST_0367,2024-11-29 21:17:07.734869,Email,Resolved,AGENT_03,7.008348020410984,False
INT_000508,CUST_0073,2024-10-30 21:17:07.734869,Chat,Resolved,AGENT_04,4.305721438625749,True
INT_000509,CUST_0452,2025-08-13 21:17:07.734869,Email,Resolved,AGENT_15,3.5945257877523202,False
INT_000510,CUST_0917,2025-02-11 21:17:07.734869,Chat,Resolved,AGENT_13,7.867573672559151,True
INT_000511,CUST_0068,2025-10-10 21:17:07.734869,Email,Resolved,AGENT_01,3.7362250723485175,False
INT_000512,CUST_0046,2025-07-03 21:17:07.734869,Chat,Resolved,AGENT_06,1.6119926463094143,True
INT_000513,CUST_0054,2025-04-22 21:17:07.734869,Email,Resolved,AGENT_15,4.490483737429789,False
INT_000514,CUST_0073,2025-02-11 21:17:07.734869,Email,Resolved,AGENT_09,4.156515345396024,False
INT_000515,CUST_0680,2025-09-08 21:17:07.734869,Email,Escalated,AGENT_20,0.20761348288389725,False
INT_000516,CUST_0366,2025-08-09 21:17:07.734869,Email,Escalated,AGENT_11,9.213390830132033,False
INT_000517,CUST_0314,2025-05-09 21:17:07.734869,Chat,Resolved,AGENT_16,6.07526274000834,False
INT_000518,CUST_0639,2025-01-15 21:17:07.734869,Chat,Resolved,AGENT_14,7.5987235601792245,False
INT_000519,CUST_0888,2025-07-18 21:17:07.734869,Chat,Resolved,AGENT_10,8.366024189287337,False
INT_000520,CUST_0619,2024-11-06 21:17:07.734869,Email,Escalated,AGENT_01,33.85644690088509,False
INT_000521,CUST_0568,2025-04-13 21:17:07.734869,Chat,Resolved,AGENT_11,15.239770934439253,False
INT_000522,CUST_0680,2025-06-25 21:17:07.734869,Chat,Escalated,AGENT_18,26.122547478107276,False
INT_000523,CUST_0139,2025-04-14 21:17:07.734869,Email,Resolved,AGENT_07,0.8672347927193249,False
INT_000524,CUST_0836,2025-03-24 21:17:07.734869,Email,Resolved,AGENT_06,15.970717636801847,False
INT_000525,CUST_0038,2024-11-10 21:17:07.734869,Email,Resolved,AGENT_10,42.84772437107795,False
INT_000526,CUST_0963,2025-06-30 21:17:07.734869,Phone,Resolved,AGENT_04,5.120197822266445,False
INT_000527,CUST_0444,2025-01-07 21:17:07.734869,Chat,Resolved,AGENT_20,30.910569000590225,False
INT_000528,CUST_0814,2025-09-15 21:17:07.734869,Phone,Resolved,AGENT_14,6.5642071068627965,False
INT_000529,CUST_0807,2024-11-15 21:17:07.734869,Phone,Resolved,AGENT_09,1.2123077611544564,False
INT_000530,CUST_0039,2025-05-20 21:17:07.734869,Chat,Resolved,AGENT_17,6.341795838043014,False
INT_000531,CUST_0414,2024-12-08 21:17:07.734869,Email,Resolved,AGENT_15,16.796562183743355,True
INT_000532,CUST_0558,2025-06-27 21:17:07.734869,Email,Resolved,AGENT_08,29.813593592960462,False
INT_000533,CUST_0620,2025-09-29 21:17:07.734869,Email,Resolved,AGENT_17,8.021676369046785,False
INT_000534,CUST_0499,2025-06-17 21:17:07.734869,Email,Resolved,AGENT_04,1.8905084952803732,False
INT_000535,CUST_0011,2025-03-25 21:17:07.734869,Email,Resolved,AGENT_19,6.134730522147369,False
INT_000536,CUST_0664,2025-08-06 21:17:07.734869,Phone,Resolved,AGENT_01,8.40402876695208,False
INT_000537,CUST_0330,2025-04-25 21:17:07.734869,Chat,Resolved,AGENT_02,7.964356000111084,False
INT_000538,CUST_0930,2025-07-16 21:17:07.734869,Chat,Resolved,AGENT_17,10.268870796553594,False
INT_000539,CUST_0295,2025-06-11 21:17:07.734869,Phone,Resolved,AGENT_13,7.460236944925272,False
INT_000540,CUST_0007,2024-12-07 21:17:07.734869,Chat,Resolved,AGENT_17,14.17562416921695,False
INT_000541,CUST_0251,2025-02-06 21:17:07.734869,Chat,Escalated,AGENT_11,17.501678940857843,False
INT_000542,CUST_0025,2024-12-11 21:17:07.734869,Chat,Resolved,AGENT_01,9.38387707905441,False
INT_000543,CUST_0425,2024-10-18 21:17:07.734869,Email,Resolved,AGENT_14,10.717456003189453,False
INT_000544,CUST_0937,2025-01-19 21:17:07.734869,Chat,Resolved,AGENT_08,0.23444764084508918,False
INT_000545,CUST_0194,2025-03-07 21:17:07.734869,Email,Resolved,AGENT_15,11.705464784057034,False
INT_000546,CUST_0732,2025-06-23 21:17:07.734869,Chat,Resolved,AGENT_02,10.803712805424437,False
INT_000547,CUST_0532,2025-03-10 21:17:07.734869,Chat,Resolved,AGENT_19,1.088617039937008,False
INT_000548,CUST_0040,2025-08-19 21:17:07.734869,Chat,Resolved,AGENT_20,0.6956747687885263,False
INT_000549,CUST_0096,2024-11-04 21:17:07.734869,Email,Escalated,AGENT_17,7.007901476382809,False
INT_000550,CUST_0482,2024-12-04 21:17:07.734869,Email,Resolved,AGENT_04,21.819564838649686,False
INT_000551,CUST_0869,2024-12-03 21:17:07.734869,Phone,Resolved,AGENT_17,0.22104460280526547,False
INT_000552,CUST_0044,2025-09-18 21:17:07.734869,Email,Resolved,AGENT_06,20.79308338306815,False
INT_000553,CUST_0727,2025-01-13 21:17:07.734869,Chat,Escalated,AGENT_05,11.701715701338797,False
INT_000554,CUST_0844,2025-04-30 21:17:07.734869,Chat,Resolved,AGENT_16,3.38947881347689,False
INT_000555,CUST_0040,2025-02-22 21:17:07.734869,Email,Resolved,AGENT_12,19.3290456224541,False
INT_000556,CUST_0336,2025-07-28 21:17:07.734869,Chat,Resolved,AGENT_19,25.875336616824086,False
INT_000557,CUST_0736,2025-08-16 21:17:07.734869,Chat,Resolved,AGENT_06,20.688758286261272,False
INT_000558,CUST_0990,2025-04-27 21:17:07.750534,Phone,Resolved,AGENT_14,3.7022409530628058,False
INT_000559,CUST_0790,2025-08-04 21:17:07.750648,Chat,Escalated,AGENT_04,9.285155400874876,False
INT_000560,CUST_0984,2024-11-11 21:17:07.750648,Chat,Resolved,AGENT_01,8.493653994619283,True
INT_000561,CUST_0575,2025-09-25 21:17:07.751158,Email,Escalated,AGENT_03,26.086955267433012,False
INT_000562,CUST_0814,2025-04-22 21:17:07.751158,Chat,Resolved,AGENT_14,32.85468334805612,False
INT_000563,CUST_0925,2025-07-05 21:17:07.751158,Chat,Resolved,AGENT_08,4.295418898814022,False
INT_000564,CUST_0768,2025-09-09 21:17:07.751158,Email,Pending,AGENT_11,40.67434240803566,False
INT_000565,CUST_0573,2024-11-04 21:17:07.751158,Email,Resolved,AGENT_13,2.0903219336093457,True
INT_000566,CUST_0699,2024-12-17 21:17:07.751158,Email,Resolved,AGENT_14,37.26219837659347,False
INT_000567,CUST_0356,2025-04-17 21:17:07.751158,Phone,Resolved,AGENT_03,41.80974821875026,False
INT_000568,CUST_0125,2025-06-01 21:17:07.751158,Email,Resolved,AGENT_19,8.758844825018839,False
INT_000569,CUST_0939,2025-05-17 21:17:07.751158,Email,Resolved,AGENT_11,39.70563608798342,False
INT_000570,CUST_0709,2025-04-09 21:17:07.751158,Email,Pending,AGENT_12,10.222657372399818,False
INT_000571,CUST_0170,2025-05-04 21:17:07.751158,Chat,Resolved,AGENT_11,26.831330957829945,False
INT_000572,CUST_0694,2025-03-21 21:17:07.751158,Email,Escalated,AGENT_12,10.407994972772098,False
INT_000573,CUST_0511,2024-11-06 21:17:07.751158,Chat,Resolved,AGENT_19,20.662656778399324,False
INT_000574,CUST_0193,2025-05-27 21:17:07.751158,Email,Resolved,AGENT_18,16.528491904668225,False
INT_000575,CUST_0654,2025-06-27 21:17:07.751158,Email,Resolved,AGENT_15,27.316740560251628,False
INT_000576,CUST_0222,2025-05-04 21:17:07.751158,Chat,Resolved,AGENT_13,2.5030618269095672,False
INT_000577,CUST_0742,2024-11-29 21:17:07.751158,Phone,Resolved,AGENT_08,1.4957875579380215,False
INT_000578,CUST_0660,2025-10-09 21:17:07.751158,Email,Resolved,AGENT_17,14.003344752195387,False
INT_000579,CUST_0144,2024-12-03 21:17:07.751158,Chat,Resolved,AGENT_15,17.254290076723198,False
INT_000580,CUST_0215,2025-07-21 21:17:07.751158,Phone,Resolved,AGENT_19,0.45729026193035266,False
INT_000581,CUST_0751,2025-03-08 21:17:07.751158,Phone,Resolved,AGENT_14,6.125819258565511,True
INT_000582,CUST_0631,2025-01-22 21:17:07.751158,Phone,Escalated,AGENT_19,12.040317526600465,False
INT_000583,CUST_0071,2024-10-18 21:17:07.751158,Email,Resolved,AGENT_18,4.691145725993735,True
INT_000584,CUST_0564,2025-01-19 21:17:07.751158,Email,Pending,AGENT_08,1.8228823251511421,True
INT_000585,CUST_0919,2024-10-22 21:17:07.751158,Email,Resolved,AGENT_10,4.4450524763435135,False
INT_000586,CUST_0637,2025-10-04 21:17:07.751158,Email,Resolved,AGENT_04,2.383563061866493,False
INT_000587,CUST_0383,2024-11-07 21:17:07.751158,Email,Resolved,AGENT_02,26.51896559179129,False
INT_000588,CUST_0302,2025-07-13 21:17:07.751158,Email,Resolved,AGENT_10,10.563387655922895,True
INT_000589,CUST_0355,2025-06-27 21:17:07.751158,Email,Escalated,AGENT_01,9.231242572589874,False
INT_000590,CUST_0825,2025-07-03 21:17:07.751158,Email,Resolved,AGENT_13,6.394104974789603,False
INT_000591,CUST_0972,2025-07-03 21:17:07.751158,Email,Resolved,AGENT_07,12.402071332252701,False
INT_000592,CUST_0040,2025-05-22 21:17:07.751158,Email,Resolved,AGENT_13,20.30110405896105,False
INT_000593,CUST_0428,2025-09-09 21:17:07.751158,Phone,Resolved,AGENT_03,24.120427113787528,True
INT_000594,CUST_0807,2025-04-04 21:17:07.751158,Chat,Resolved,AGENT_08,3.2801633784333624,False
INT_000595,CUST_0229,2025-08-01 21:17:07.751158,Chat,Resolved,AGENT_04,52.716504653702884,False
INT_000596,CUST_0845,2025-05-10 21:17:07.751158,Email,Resolved,AGENT_03,3.7021293550425836,True
INT_000597,CUST_0738,2025-03-23 21:17:07.751158,Email,Escalated,AGENT_08,12.272697097704505,False
INT_000598,CUST_0006,2025-03-25 21:17:07.751158,Email,Escalated,AGENT_12,12.205501475834367,False
INT_000599,CUST_0255,2024-11-26 21:17:07.751158,Email,Resolved,AGENT_09,4.368245272394621,False
INT_000600,CUST_0596,2025-10-04 21:17:07.751158,Chat,Resolved,AGENT_17,14.805886678838803,False
INT_000601,CUST_0950,2025-01-17 21:17:07.751158,Email,Resolved,AGENT_13,43.41544336443193,False
INT_000602,CUST_0315,2025-06-28 21:17:07.751158,Phone,Resolved,AGENT_17,22.21014945473746,False
INT_000603,CUST_0887,2025-10-15 21:17:07.751158,Chat,Resolved,AGENT_07,41.04028511971366,False
INT_000604,CUST_0238,2025-07-15 21:17:07.751158,Chat,Resolved,AGENT_16,6.242088124984625,False
INT_000605,CUST_0628,2025-05-27 21:17:07.751158,Phone,Resolved,AGENT_20,4.8957349776623875,False
INT_000606,CUST_0649,2025-04-18 21:17:07.751158,Phone,Resolved,AGENT_11,8.941362472865665,False
INT_000607,CUST_0783,2025-05-30 21:17:07.751158,Chat,Resolved,AGENT_08,4.949446758168735,True
INT_000608,CUST_0321,2025-07-02 21:17:07.751158,Phone,Resolved,AGENT_11,12.606096362415402,False
INT_000609,CUST_0481,2025-03-10 21:17:07.751158,Phone,Escalated,AGENT_06,6.832893444809223,False
INT_000610,CUST_0493,2025-04-08 21:17:07.751158,Chat,Resolved,AGENT_17,4.006933158660465,False
INT_000611,CUST_0817,2025-05-21 21:17:07.751158,Phone,Resolved,AGENT_19,15.204200438509192,False
INT_000612,CUST_0006,2025-05-23 21:17:07.751158,Email,Resolved,AGENT_06,44.10771727772263,False
INT_000613,CUST_0580,2025-03-17 21:17:07.751158,Email,Resolved,AGENT_13,0.15506620176117678,False
INT_000614,CUST_0105,2025-03-03 21:17:07.751158,Chat,Pending,AGENT_03,2.3017305901223906,False
INT_000615,CUST_0796,2025-03-21 21:17:07.751158,Phone,Resolved,AGENT_12,3.082005680467606,False
INT_000616,CUST_0900,2025-06-02 21:17:07.751158,Email,Resolved,AGENT_14,8.934286585960471,False
INT_000617,CUST_0579,2025-02-09 21:17:07.751158,Email,Resolved,AGENT_09,20.865210436012624,False
INT_000618,CUST_0010,2025-03-20 21:17:07.751158,Phone,Escalated,AGENT_16,23.001477571259226,False
INT_000619,CUST_0105,2025-04-19 21:17:07.751158,Email,Resolved,AGENT_18,33.88754709046343,False
INT_000620,CUST_0087,2025-04-24 21:17:07.751158,Chat,Resolved,AGENT_02,3.0617444222839674,False
INT_000621,CUST_0985,2024-11-11 21:17:07.751158,Phone,Resolved,AGENT_01,1.8651522884014458,False
INT_000622,CUST_0250,2024-12-19 21:17:07.751158,Chat,Resolved,AGENT_05,6.580636320949568,True
INT_000623,CUST_0364,2024-12-18 21:17:07.751158,Email,Resolved,AGENT_03,12.541594860336012,False
INT_000624,CUST_0963,2025-09-07 21:17:07.751158,Email,Resolved,AGENT_17,1.2953672347707084,False
INT_000625,CUST_0192,2025-10-12 21:17:07.751158,Email,Resolved,AGENT_05,1.8955126423396047,False
INT_000626,CUST_0861,2025-04-03 21:17:07.751158,Email,Resolved,AGENT_01,18.044859607075804,False
INT_000627,CUST_0779,2025-07-01 21:17:07.751158,Email,Resolved,AGENT_08,5.2722753844039545,False
INT_000628,CUST_0438,2025-03-11 21:17:07.751158,Phone,Resolved,AGENT_15,2.337692758362004,True
INT_000629,CUST_0857,2025-08-02 21:17:07.751158,Chat,Resolved,AGENT_05,14.277614787861577,False
INT_000630,CUST_0191,2025-04-18 21:17:07.751158,Phone,Resolved,AGENT_06,33.933770356532534,False
INT_000631,CUST_0702,2025-04-25 21:17:07.751158,Email,Resolved,AGENT_13,1.3273599259302222,False
INT_000632,CUST_0590,2025-01-28 21:17:07.751158,Chat,Resolved,AGENT_08,24.785630495493784,False
INT_000633,CUST_0795,2025-01-21 21:17:07.751158,Chat,Resolved,AGENT_03,0.2534741937351082,False
INT_000634,CUST_0570,2024-12-16 21:17:07.751158,Chat,Resolved,AGENT_15,9.682398977207983,False
INT_000635,CUST_0710,2025-08-19 21:17:07.751158,Chat,Pending,AGENT_17,39.487568148433986,False
INT_000636,CUST_0903,2025-09-03 21:17:07.751158,Email,Resolved,AGENT_11,0.6755940701523193,False
INT_000637,CUST_0419,2025-07-09 21:17:07.751158,Chat,Escalated,AGENT_12,25.284340205732708,False
INT_000638,CUST_0145,2024-11-24 21:17:07.751158,Email,Resolved,AGENT_04,7.995365981785496,False
INT_000639,CUST_0398,2025-02-20 21:17:07.751158,Email,Resolved,AGENT_16,26.343176125794542,True
INT_000640,CUST_0429,2024-11-05 21:17:07.751158,Email,Escalated,AGENT_03,3.9473911170012177,False
INT_000641,CUST_0171,2025-05-11 21:17:07.751158,Phone,Resolved,AGENT_08,0.7727855615174283,False
INT_000642,CUST_0103,2025-06-14 21:17:07.751158,Chat,Resolved,AGENT_10,5.6712331397884865,True
INT_000643,CUST_0885,2025-03-10 21:17:07.751158,Email,Resolved,AGENT_13,16.09657989553044,True
INT_000644,CUST_0952,2025-06-17 21:17:07.751158,Email,Resolved,AGENT_06,4.338634685868037,False
INT_000645,CUST_0424,2025-07-13 21:17:07.751158,Email,Escalated,AGENT_06,5.900332806599803,True
INT_000646,CUST_0835,2025-07-03 21:17:07.751158,Email,Pending,AGENT_04,5.881108255052854,False
INT_000647,CUST_0979,2025-03-17 21:17:07.751158,Phone,Resolved,AGENT_01,7.66769219172473,False
INT_000648,CUST_0779,2025-02-08 21:17:07.751158,Chat,Pending,AGENT_12,16.160365812072175,False
INT_000649,CUST_0113,2025-02-08 21:17:07.751158,Phone,Resolved,AGENT_19,32.721358841464905,False
INT_000650,CUST_0884,2025-02-03 21:17:07.751158,Phone,Resolved,AGENT_02,2.8118761615663233,False
INT_000651,CUST_0025,2025-08-04 21:17:07.751158,Phone,Resolved,AGENT_09,0.8072043150284373,True
INT_000652,CUST_0048,2025-03-05 21:17:07.751158,Email,Resolved,AGENT_13,5.44907170601306,False
INT_000653,CUST_0894,2025-08-14 21:17:07.751158,Email,Resolved,AGENT_18,0.7792311467188502,True
INT_000654,CUST_0241,2025-02-16 21:17:07.751158,Email,Resolved,AGENT_16,0.1705034349362735,False
INT_000655,CUST_0431,2025-02-20 21:17:07.751158,Email,Resolved,AGENT_13,12.528094434722314,True
INT_000656,CUST_0474,2024-12-06 21:17:07.751158,Chat,Resolved,AGENT_08,35.1891688462074,False
INT_000657,CUST_0942,2025-08-15 21:17:07.751158,Email,Resolved,AGENT_11,24.57132712307284,False
INT_000658,CUST_0376,2024-12-29 21:17:07.751158,Phone,Escalated,AGENT_16,3.221110848133326,True
INT_000659,CUST_0175,2025-08-02 21:17:07.751158,Email,Resolved,AGENT_14,20.943251643182165,True
INT_000660,CUST_0124,2024-12-28 21:17:07.751158,Chat,Resolved,AGENT_15,11.323442722206968,True
INT_000661,CUST_0618,2025-09-26 21:17:07.751158,Phone,Resolved,AGENT_20,11.891690032400016,False
INT_000662,CUST_0831,2025-05-06 21:17:07.751158,Chat,Resolved,AGENT_18,0.8752525428206883,True
INT_000663,CUST_0045,2025-01-15 21:17:07.751158,Chat,Resolved,AGENT_04,32.58468684705641,False
INT_000664,CUST_0932,2024-11-22 21:17:07.751158,Email,Resolved,AGENT_06,31.205795164945577,False
INT_000665,CUST_0148,2025-10-08 21:17:07.751158,Chat,Resolved,AGENT_05,2.549676189563393,False
INT_000666,CUST_0677,2025-01-12 21:17:07.751158,Chat,Resolved,AGENT_02,0.457217994491906,False
INT_000667,CUST_0607,2025-06-04 21:17:07.751158,Email,Resolved,AGENT_03,12.934392638239887,False
INT_000668,CUST_0339,2025-07-14 21:17:07.751158,Chat,Resolved,AGENT_20,8.870829050018745,False
INT_000669,CUST_0984,2025-01-17 21:17:07.751158,Chat,Resolved,AGENT_07,40.870250241528765,False
INT_000670,CUST_0129,2024-11-10 21:17:07.751158,Chat,Resolved,AGENT_18,4.387085252935965,False
INT_000671,CUST_0971,2024-11-03 21:17:07.751158,Email,Resolved,AGENT_10,23.514620837864136,False
INT_000672,CUST_0772,2025-07-01 21:17:07.751158,Email,Resolved,AGENT_18,16.805457638922558,False
INT_000673,CUST_0012,2025-04-05 21:17:07.751158,Chat,Resolved,AGENT_02,21.77555743235429,True
INT_000674,CUST_0694,2025-09-17 21:17:07.751158,Email,Resolved,AGENT_10,17.682097542300287,False
INT_000675,CUST_0845,2024-10-21 21:17:07.751158,Chat,Resolved,AGENT_16,3.5802165630109566,True
INT_000676,CUST_0754,2024-10-19 21:17:07.751158,Email,Pending,AGENT_02,7.949478634536937,True
INT_000677,CUST_0858,2025-03-30 21:17:07.751158,Chat,Escalated,AGENT_16,0.42371205688083496,False
INT_000678,CUST_0321,2025-06-15 21:17:07.751158,Chat,Resolved,AGENT_02,16.35182788723068,False
INT_000679,CUST_0285,2025-10-02 21:17:07.751158,Phone,Resolved,AGENT_07,10.405566092952581,True
INT_000680,CUST_0846,2024-10-25 21:17:07.751158,Chat,Resolved,AGENT_12,2.4499209749385717,False
INT_000681,CUST_0685,2025-09-25 21:17:07.751158,Chat,Resolved,AGENT_04,13.951329189625103,False
INT_000682,CUST_0941,2025-05-06 21:17:07.751158,Chat,Resolved,AGENT_13,4.760877214864967,False
INT_000683,CUST_0452,2025-05-21 21:17:07.751158,Chat,Resolved,AGENT_14,19.572267090337913,False
INT_000684,CUST_0599,2025-05-28 21:17:07.751158,Email,Resolved,AGENT_15,1.48767658963351,False
INT_000685,CUST_0495,2025-09-03 21:17:07.751158,Chat,Resolved,AGENT_20,15.530460310260194,False
INT_000686,CUST_0206,2024-11-16 21:17:07.751158,Phone,Resolved,AGENT_03,6.614740811218226,False
INT_000687,CUST_0950,2025-04-10 21:17:07.751158,Chat,Escalated,AGENT_20,12.511848691424918,False
INT_000688,CUST_0326,2025-07-14 21:17:07.751158,Email,Resolved,AGENT_08,1.4967294915738165,False
INT_000689,CUST_0855,2025-07-13 21:17:07.751158,Email,Pending,AGENT_11,11.38519526103151,False
INT_000690,CUST_0611,2025-09-27 21:17:07.751158,Chat,Escalated,AGENT_15,5.7475741083203316,False
INT_000691,CUST_0852,2024-11-25 21:17:07.751158,Chat,Resolved,AGENT_01,15.011245572526892,True
INT_000692,CUST_0475,2024-10-18 21:17:07.751158,Chat,Resolved,AGENT_09,24.45193273937612,False
INT_000693,CUST_0787,2025-07-07 21:17:07.751158,Email,Resolved,AGENT_13,0.39038079495003464,False
INT_000694,CUST_0052,2025-06-28 21:17:07.751158,Chat,Escalated,AGENT_19,3.8433944433004137,False
INT_000695,CUST_0858,2025-02-19 21:17:07.751158,Email,Resolved,AGENT_13,11.692817004544889,True
INT_000696,CUST_0211,2025-02-19 21:17:07.751158,Email,Resolved,AGENT_14,0.7393082041601788,False
INT_000697,CUST_0523,2024-12-27 21:17:07.751158,Chat,Resolved,AGENT_06,4.361541041723381,False
INT_000698,CUST_0938,2025-03-11 21:17:07.751158,Phone,Escalated,AGENT_20,19.652322513193376,False
INT_000699,CUST_0267,2024-10-23 21:17:07.751158,Chat,Resolved,AGENT_06,12.194666175124793,False
INT_000700,CUST_0629,2025-09-01 21:17:07.751158,Chat,Escalated,AGENT_13,21.820352920146536,False
INT_000701,CUST_0953,2025-06-23 21:17:07.751158,Chat,Resolved,AGENT_17,16.910039542304844,False
INT_000702,CUST_0348,2025-03-16 21:17:07.751158,Chat,Resolved,AGENT_11,52.26305062152294,False
INT_000703,CUST_0054,2025-09-18 21:17:07.751158,Email,Resolved,AGENT_14,0.9457690965053093,False
INT_000704,CUST_0963,2025-03-23 21:17:07.751158,Email,Escalated,AGENT_13,1.8349923141710227,False
INT_000705,CUST_0947,2024-10-24 21:17:07.751158,Email,Resolved,AGENT_20,7.586277084038729,False
INT_000706,CUST_0217,2025-10-10 21:17:07.751158,Chat,Pending,AGENT_09,2.986246865332359,False
INT_000707,CUST_0496,2024-12-15 21:17:07.751158,Chat,Resolved,AGENT_01,2.6606906172482994,False
INT_000708,CUST_0516,2025-06-07 21:17:07.751158,Email,Resolved,AGENT_01,0.6430500013476897,False
INT_000709,CUST_0189,2024-12-30 21:17:07.766796,Email,Resolved,AGENT_04,11.65702894357038,True
INT_000710,CUST_0283,2025-09-15 21:17:07.766796,Phone,Resolved,AGENT_16,12.258642114857055,False
INT_000711,CUST_0031,2025-01-30 21:17:07.766796,Chat,Resolved,AGENT_14,21.105638918055732,False
INT_000712,CUST_0644,2025-09-17 21:17:07.766796,Email,Resolved,AGENT_12,37.11631040318805,False
INT_000713,CUST_0090,2025-04-19 21:17:07.766796,Email,Resolved,AGENT_13,7.5164972663690985,False
INT_000714,CUST_0664,2025-07-23 21:17:07.766796,Chat,Resolved,AGENT_05,0.15823631435363544,False
INT_000715,CUST_0970,2025-03-02 21:17:07.766796,Chat,Resolved,AGENT_07,60.70156042394756,True
INT_000716,CUST_0759,2025-09-18 21:17:07.766796,Email,Resolved,AGENT_15,14.138654179880296,True
INT_000717,CUST_0172,2025-01-16 21:17:07.766796,Chat,Escalated,AGENT_12,20.92268425935985,False
INT_000718,CUST_0364,2025-07-14 21:17:07.766796,Phone,Escalated,AGENT_18,4.607496316070582,False
INT_000719,CUST_0984,2025-09-25 21:17:07.766796,Email,Escalated,AGENT_10,23.015337393430425,False
INT_000720,CUST_0567,2025-02-08 21:17:07.766796,Phone,Resolved,AGENT_19,14.738492986534716,False
INT_000721,CUST_0429,2025-05-20 21:17:07.766796,Email,Resolved,AGENT_10,4.997810014095308,False
INT_000722,CUST_0251,2024-12-26 21:17:07.766796,Email,Resolved,AGENT_15,2.314075665281725,False
INT_000723,CUST_0029,2025-09-12 21:17:07.766796,Email,Resolved,AGENT_13,45.67866186008773,False
INT_000724,CUST_0520,2025-06-17 21:17:07.766796,Email,Resolved,AGENT_03,1.1072119656588244,False
INT_000725,CUST_0333,2025-04-05 21:17:07.766796,Phone,Resolved,AGENT_13,1.8078000051984167,False
INT_000726,CUST_0839,2025-07-07 21:17:07.766796,Phone,Escalated,AGENT_17,15.558758527322546,True
INT_000727,CUST_0491,2025-03-23 21:17:07.766796,Phone,Resolved,AGENT_18,2.792902966256089,True
INT_000728,CUST_0666,2024-11-17 21:17:07.766796,Email,Resolved,AGENT_11,17.60293023731849,False
INT_000729,CUST_0025,2025-09-29 21:17:07.766796,Phone,Resolved,AGENT_18,16.73896246535485,True
INT_000730,CUST_0092,2025-04-21 21:17:07.766796,Email,Resolved,AGENT_09,8.053514768855592,True
INT_000731,CUST_0481,2025-08-10 21:17:07.766796,Email,Resolved,AGENT_03,51.53810775278216,False
INT_000732,CUST_0792,2025-07-15 21:17:07.766796,Chat,Resolved,AGENT_20,2.9590605828575294,False
INT_000733,CUST_0066,2024-12-20 21:17:07.766796,Chat,Escalated,AGENT_15,8.618507521068095,False
INT_000734,CUST_0439,2025-03-28 21:17:07.766796,Phone,Resolved,AGENT_14,48.901643189451626,False
INT_000735,CUST_0728,2025-02-26 21:17:07.766796,Chat,Resolved,AGENT_19,6.101325164023427,False
INT_000736,CUST_0860,2025-04-13 21:17:07.766796,Email,Resolved,AGENT_20,30.196178436395236,True
INT_000737,CUST_0410,2025-07-10 21:17:07.766796,Email,Resolved,AGENT_16,16.894129262005716,False
INT_000738,CUST_0310,2025-05-20 21:17:07.766796,Email,Resolved,AGENT_13,2.1409140652506276,True
